Rank,lemma,Frequency_Score,pos,english_definition,example_vi,example_en
294,cá,5.87,noun,fish,Tôi thích ăn cá.,I like to eat fish.
295,hết,5.87,verb,"to be finished, to run out",Sách này đã hết rồi.,This book is finished/out of stock.
296,nữ,5.87,adjective,"female, woman",Phòng này là của nữ.,This room is for women.
297,phong,5.87,noun,"style, custom, manner",Anh ấy có phong rất riêng.,He has a very unique style.
298,sách,5.87,noun,book,Tôi đang đọc sách.,I am reading a book.
299,triển,5.87,verb,"to develop, to unfold",Hãy triển ý tưởng đi.,Please develop the idea.
300,báo,5.86,noun,"newspaper, report",Mua tờ báo này đi.,Buy this newspaper.
301,chất,5.86,noun,"substance, quality, essence",Chất này độc hại lắm.,This substance is very toxic.
302,dịch,5.86,verb,"to translate, to move",Bạn dịch bài này hộ tôi nhé.,Please translate this article for me.
303,hà,5.86,noun,"barnacle, sea oyster",Món hà nướng mỡ hành ngon lắm.,Grilled oysters with scallion oil are delicious.
304,nhìn,5.86,verb,"to look, to see",Bạn nhìn xem có ai đến không?,"Look, is anyone coming?"
305,thanh,5.86,adjective,"pure, clear, elegant",Giọng cô ấy rất thanh.,Her voice is very clear.
306,tinh,5.86,adjective,"refined, essential, clever",Anh ấy rất tinh ý.,He's very perceptive.
307,vừa,5.86,adverb,"just, recently, suitable",Tôi vừa ăn cơm xong.,I just finished eating.
308,đưa,5.86,verb,"to give, to hand over",Bạn đưa tôi cái bút này nhé.,Please hand me this pen.
309,biệt,5.85,adjective,"separate, distinct, special",Mỗi người có một nét biệt riêng.,Each person has their own distinct feature.
310,chế,5.85,verb,"to invent, to modify, to make",Anh ấy tự chế ra cái này đấy.,He invented this himself.
311,khoảng,5.85,preposition,"approximately, period of time",Khoảng hai giờ chiều tôi sẽ đến.,I'll arrive around 2 PM.
312,nội,5.85,adjective,"internal, inside, domestic",Việc này giải quyết nội bộ thôi.,This matter is for internal resolution only.
313,từng,5.85,particle,"each, every, once, used to",Tôi từng đến đây rồi.,I've been here before.
314,vô,5.85,adjective,"without, non-, lacking",Chuyện này vô lý quá.,This is too unreasonable.
315,đẹp,5.85,adjective,"beautiful, pretty, handsome",Bức tranh này đẹp thật đấy.,This painting is really beautiful.
316,cảnh,5.84,noun,"scene, view, landscape",Cảnh ở đây đẹp tuyệt vời.,The view here is absolutely stunning.
317,diễn,5.84,verb,"to perform, to act",Anh ấy diễn rất đạt vai.,He played the role very well.
318,dưới,5.84,preposition,"under, below, beneath",Con mèo đang nằm dưới bàn.,The cat is lying under the table.
319,kế,5.84,noun,"plan, scheme, next",Anh có kế gì để giải quyết không?,Do you have a plan to solve it?
320,tiến,5.84,verb,"to advance, to progress",Chúng ta cần tiến lên phía trước.,We need to move forward.
321,đoàn,5.84,noun,"group, delegation, team",Đoàn mình đi đâu đấy?,Where is our group going?
322,đổi,5.84,verb,"to change, exchange, swap",Mình đổi chỗ cho nhau đi.,Let's swap places.
323,đội,5.84,noun,"team, squad, unit",Đội này đá bóng giỏi ghê.,This team plays soccer really well.
324,biến,5.83,verb,"to disappear, get lost",Cậu biến đi cho tôi nhờ!,"Get lost, please!"
325,chơi,5.83,verb,"to play, hang out, recreate",Mình đi chơi đi.,Let's go hang out.
326,chương,5.83,noun,"chapter, program, section",Chương này khó hiểu thật.,This chapter is really hard to understand.
327,câu,5.83,noun,"sentence, phrase, fishing",Câu này nghĩa là gì?,What does this sentence mean?
328,cổ,5.83,adjective,"old, ancient, antique",Cái bình này cổ lắm rồi.,This vase is very old.
329,mục,5.83,noun,"item, section, category",Chọn mục số một đi.,Choose item number one.
330,nghệ,5.83,noun,"turmeric, art, skill",Cho thêm tí nghệ vào xào.,Add a little more turmeric when stir-frying.
331,nhật,5.83,noun,"sun, day, Japan",Nhật Bản là nước hay.,Japan is an interesting country.
332,nữa,5.83,particle,"more, another, anymore",Cho tôi thêm một cốc nữa.,Give me one more cup.
333,thân,5.83,adjective,"close, intimate, familiar",Hai người họ rất thân nhau.,The two of them are very close.
334,trọng,5.83,verb,"to value, respect, emphasize",Ông ấy rất trọng lời hứa.,He values his promises very much.
335,đồ,5.83,noun,"thing, stuff, object",Đồ này đắt lắm.,This stuff is very expensive.
336,đức,5.83,noun,"virtue, morality, Germany",Ông ấy là người có đức.,He is a virtuous person.
337,cứu,5.82,verb,"to save, rescue, help",Mau cứu người bị nạn đi!,Quickly save the victim!
338,dự,5.82,verb,"to attend, participate, predict",Mày có đi dự không?,Are you going to attend?
339,giữa,5.82,preposition,"in the middle, between, among",Ngồi giữa hai người họ đi.,Sit between the two of them.
340,hiểu,5.82,verb,"to understand, comprehend",Bạn có hiểu không?,Do you understand?
341,phẩm,5.82,noun,"product, item, quality",Sản phẩm này tốt phết.,This product is pretty good.
342,sáng,5.82,adjective,"bright, clear, morning","Trời sáng rồi, dậy đi!","It's morning already, wake up!"
343,thu,5.82,verb,"collect, gather, receive",Anh ấy thu tiền nhanh lắm.,He collects money very fast.
344,tiêu,5.82,verb,"spend, consume, eliminate",Đừng tiêu tiền hoang phí.,Don't spend money wastefully.
345,tăng,5.82,verb,"increase, rise, grow",Lương tôi mới tăng đấy.,My salary just increased.
346,vấn,5.82,noun,"problem, issue, question",Anh có vấn đề gì à?,Do you have any problem?
347,đủ,5.82,adjective,"enough, sufficient, complete",Tiền này đủ mua đồ không?,Is this money enough to buy things?
348,ai,5.81,pronoun,"who, whoever, anyone",Ai gọi điện cho tôi đấy?,Who called me?
349,dài,5.81,adjective,"long, lengthy, extended",Tóc bạn dài thế!,Your hair is so long!
350,thay,5.81,verb,"replace, substitute, change",Bạn có thể thay tôi không?,Can you replace me?
351,tài,5.81,noun,"talent, skill, resource",Anh ấy có tài lắm.,He is very talented.
352,bỏ,5.8,verb,"abandon, discard, skip",Bạn bỏ bữa sáng à?,Did you skip breakfast?
353,cuối,5.8,noun,"end, last, final",Cuối tuần đi chơi nhé.,Let's hang out this weekend.
354,cửa,5.8,noun,"door, gate, entrance",Đóng cửa vào hộ tôi.,Please close the door for me.
355,lưu,5.8,verb,"save, store, retain",Bạn nhớ lưu ảnh lại nhé.,Remember to save the photos.
356,nghĩa,5.8,noun,"meaning, sense, justice",Từ này nghĩa là gì?,What does this word mean?
357,phụ,5.8,verb,"help, assist, secondary",Anh ấy phụ tôi một tay.,He helps me out (literally: gives me a hand).
358,thi,5.8,verb,"compete, take exam, test",Mai tôi phải thi rồi.,I have an exam tomorrow.
359,tuy,5.8,conjunction,"although, despite, even though",Tuy khó nhưng tôi làm được.,"Although it's hard, I can do it."
360,đình,5.8,noun,"communal house, pavilion, stop",Đình làng cổ lắm rồi.,The village communal house is very old.
361,6,5.79,number,The number six,Có 6 người đang đợi.,There are 6 people waiting.
362,chuyện,5.79,noun,"Story, matter, affair",Kể tôi nghe chuyện gì đã xảy ra đi.,Tell me what happened.
363,dùng,5.79,verb,"To use, to employ",Bạn dùng cái này được không?,Can you use this?
364,giao,5.79,verb,"To deliver, to assign",Ai giao hàng cho bạn đấy?,Who delivered the goods to you?
365,giá,5.79,noun,"Price, value, cost",Giá cái này bao nhiêu thế?,How much is this?
366,hòa,5.79,verb,"To mix, in harmony, draw",Trận đấu kết thúc hòa.,The match ended in a draw.
367,nhiệm,5.79,verb,"To assume, to take charge",Anh ấy mới nhiệm chức trưởng phòng.,He just assumed the position of department head.
368,sở,5.79,noun,"Department, office, place",Bạn làm ở sở nào thế?,Which department do you work at?
369,thái,5.79,verb,"To slice, to cut (food)",Mẹ đang thái thịt cho bữa tối.,Mom is slicing meat for dinner.
370,thần,5.79,noun,"God, spirit, deity",Ông ấy tin vào các vị thần.,He believes in gods.
371,trưởng,5.79,noun,"Leader, head, grown-up",Anh ấy là trưởng nhóm của tôi.,He is my team leader.
372,đặt,5.79,verb,"To place, to put, to order",Đặt sách lên bàn đi.,Put the book on the table.
373,ba,5.78,number,The number three,Tôi cần ba cái bút.,I need three pens.
374,chị,5.78,noun,"Elder sister, older woman",Chị ấy là giáo viên.,She is a teacher.
375,khoa,5.78,noun,"Department, faculty, science",Cô ấy học khoa tiếng Anh.,She studies in the English department.
376,nguyễn,5.78,noun,Common Vietnamese surname,Anh Nguyễn là sếp tôi.,Mr. Nguyen is my boss.
377,quân,5.78,noun,"Piece (in game), soldier",Trong bàn cờ này có bao nhiêu quân?,How many pieces are there in this chess game?
378,thiên,5.78,verb,"To be biased, to incline",Anh đừng thiên vị ai cả nhé.,Don't be biased towards anyone.
379,thương,5.78,verb,"To love, to pity",Tôi thương bạn lắm.,I love/pity you very much.
380,tương,5.78,noun,"Soy sauce, bean paste",Chấm rau bằng tương ớt.,Dip vegetables in chili sauce.
381,gần,5.77,adverb,"near, close by",Nhà tôi ở gần đây.,My house is near here.
382,hỏi,5.77,verb,"to ask, inquire",Cậu hỏi gì thế?,What are you asking?
383,mang,5.77,verb,"to carry, bring",Cậu mang sách đi đâu?,Where are you taking the book?
384,quả,5.77,noun,fruit; classifier (round objects),Tôi muốn ăn một quả táo.,I want to eat an apple.
385,sát,5.77,adverb,"very close, adjacent",Hai nhà này ở sát nhau.,These two houses are right next to each other.
386,tra,5.77,verb,"to look up, search",Tôi đang tra từ điển.,I'm looking up the dictionary.
387,xác,5.77,noun,"corpse, body",Tìm thấy xác con vật.,Found the animal's body.
388,đúng,5.77,adjective,"correct, right, accurate",Cậu nói đúng rồi đấy.,You said it correctly.
389,ấy,5.77,pronoun,"that, those (demonstrative)",Người ấy là ai?,Who is that person?
390,bay,5.76,verb,"to fly, hover",Chim đang bay trên trời.,Birds are flying in the sky.
391,chiếc,5.76,classifier,"classifier (vehicles, small objects)",Tôi mua một chiếc xe đạp.,I bought a bicycle.
392,liệu,5.76,particle,introduces a speculative question,Liệu cậu có đi không?,"Will you go, I wonder?"
393,lấy,5.76,verb,"to take, get, obtain",Cậu lấy hộ tôi cái này.,Please take this for me.
394,nhỏ,5.76,adjective,"small, little, tiny",Con mèo này nhỏ xíu.,This cat is tiny.
395,phục,5.76,verb,"to admire, respect",Tôi rất phục tài năng của anh ấy.,I really admire his talent.
396,tranh,5.76,noun,"painting, picture",Bức tranh này đẹp quá.,This painting is so beautiful.
397,viết,5.76,verb,to write,Cậu viết gì thế?,What are you writing?
398,vệ,5.76,noun,"side, edge (e.g., of road)",Cậu đứng sát vệ đường nhé.,Please stand close to the roadside.
399,đời,5.76,noun,"life, lifetime; generation",Cả đời tôi chưa thấy.,I've never seen it in my whole life.
400,cung,5.75,noun,bow (weapon); arc,Cậu có biết dùng cung không?,Do you know how to use a bow?
401,danh,5.75,noun,"name, reputation, title",Anh ấy có danh tiếng tốt.,He has a good reputation.
402,gặp,5.75,verb,"to meet, encounter, happen",Tối qua tôi gặp bạn.,Last night I met a friend.
403,hồ,5.75,noun,"lake, pond",Hà Nội có nhiều hồ đẹp.,Hanoi has many beautiful lakes.
404,mất,5.75,verb,"to lose, to die",Tôi bị mất chìa khóa rồi.,I lost my keys.
405,nổi,5.75,verb,"to float, to rise",Gỗ có thể nổi trên nước.,Wood can float on water.
406,tuổi,5.75,noun,"age, year",Em bé này bao nhiêu tuổi?,How old is this baby?
407,tối,5.75,adjective,"dark, evening, night","Trời tối rồi, về thôi!","It's dark now, let's go home!"
408,viện,5.75,noun,"institute, hospital, academy",Cô ấy đang làm việc ở viện.,She is working at the institute.
409,âm,5.75,noun,"sound, tone, negative",Âm thanh này lớn quá.,This sound is too loud.
410,ứng,5.75,verb,"to respond, to apply",Bạn có muốn ứng tuyển không?,Do you want to apply?
411,7,5.74,numeral,seven (cardinal number),Tôi có 7 quyển sách.,I have 7 books.
412,bé,5.74,adjective,"small, little, young",Con mèo này bé tí.,This cat is tiny.
413,chí,5.74,noun,"will, ambition, aspiration",Anh ấy có ý chí mạnh mẽ.,He has a strong will.
414,cứ,5.74,adverb,"just, keep doing",Bạn cứ nói đi.,Just speak.
415,dù,5.74,conjunction,"although, even if",Dù mưa tôi vẫn đi.,"Even though it rains, I still go."
416,dẫn,5.74,verb,"to lead, to guide, to cite",Anh ấy dẫn tôi đến đây.,He led me here.
417,màu,5.74,noun,"color, hue",Tôi thích màu xanh lá.,I like green color.
418,nghe,5.74,verb,"to hear, to listen",Bạn có nghe thấy không?,Can you hear it?
419,rõ,5.74,adjective,"clear, distinct, clearly",Hãy nói rõ hơn đi.,Please speak more clearly.
420,giữ,5.73,verb,"to keep, to hold, to maintain",Bạn giữ hộ tôi cái này.,Please hold this for me.
421,hoàn,5.73,verb,"to complete, return, finish",Hoàn lại tiền cho tôi.,Return the money to me.
422,hữu,5.73,adjective,"to have, possess, existing",Đồ này hữu ích thật.,This item is truly useful.
423,thư,5.73,noun,"letter, document, book",Tôi gửi thư cho mẹ.,I sent a letter to my mother.
424,trẻ,5.73,adjective,"young, youthful, junior",Cô ấy còn trẻ lắm.,She is still very young.
425,tưởng,5.73,verb,"to imagine, think, suppose",Tôi tưởng anh đi rồi.,I thought you had left.
426,bán,5.72,verb,"to sell, vend, retail",Cửa hàng này bán gì?,What does this store sell?
427,gồm,5.72,verb,"to include, comprise, consist",Tất cả gồm ba quyển.,"All together, there are three books."
428,quyết,5.72,verb,"to decide, determine, resolve",Anh ấy quyết định rồi.,He has decided.
